D:\Mr Tuan white\Tuan\CONG TRINH\An Giang\Cau Long Binh\TKKT\Ho so xuat\2010-09\30080 & 30090_Bo tri dau mo A1, A2-cau Kenh-new2.dwg,Dau mo cau Kenh so 2,11/17/2010 3:46:56 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\04. Slope protection of Abut\Slope protection of Abut OP6.dwg,Layout1,12/18/2010 4:27:01 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\04. Slope protection of Abut\Slope protection of Abut OP6.dwg,Layout1,12/18/2010 4:27:17 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\04. Slope protection of Abut\Slope protection of Abut OP6.dwg,Layout1,12/18/2010 4:27:28 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\02. Transition Slab\Transition Slab _ OP2.dwg,OP2,12/18/2010 4:31:26 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\02. Transition Slab\Transition Slab _ OP6.dwg,OP6,12/18/2010 4:32:52 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\02. Transition Slab\Transition Slab _ OP4.dwg,OP3,12/18/2010 4:39:46 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP4.dwg,OP3-4,12/18/2010 4:40:31 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP4.dwg,OP3-4,12/18/2010 4:40:46 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP4.dwg,OP3-4,12/18/2010 4:41:07 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP4.dwg,OP3-4,12/18/2010 4:41:23 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\02. Transition Slab\Transition Slab _ OP4.dwg,OP3,12/18/2010 4:43:11 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 3\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP3.dwg,OP3-4,12/20/2010 9:29:26 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP4.dwg,OP3-4,12/20/2010 9:31:17 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 3\04. Slope protection of Abut\Slope protection of Abut OP3.dwg,Layout1,12/20/2010 1:28:50 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\04. Slope protection of Abut\Slope protection of Abut OP4.dwg,op4,12/20/2010 1:30:45 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\04. Slope protection of Abut\lan n\Slope of Abut op2.dwg,Layout1,12/21/2010 7:24:22 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\04. Slope protection of Abut\lan n\Slope of Abut op2.dwg,Layout1,12/21/2010 7:25:24 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\01. Expansion Joint\Expansion Joint 16cm _ Box Girder_2.dwg,1,12/21/2010 7:28:35 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\02. Transition Slab\Transition Slab _ OP2.dwg,OP2,12/21/2010 7:31:01 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/21/2010 7:35:39 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/21/2010 7:35:59 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/21/2010 7:36:14 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\01. Expansion joint\Expansion Joint OP6.dwg,OP6,12/21/2010 7:41:11 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\04. Slope protection of Abut\lan n\Slope of Abut op2.dwg,Layout1,12/22/2010 10:35:16 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\04. Slope protection of Abut\lan n\Slope of Abut op2.dwg,Layout1,12/22/2010 10:35:29 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/22/2010 10:37:59 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/22/2010 10:40:47 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/22/2010 10:41:09 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/22/2010 10:41:30 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\01. Expansion joint\Expansion Joint OP6.dwg,OP6,12/22/2010 10:46:26 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\02. Transition Slab\Transition Slab _ OP6.dwg,OP6,12/22/2010 10:48:34 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP6.dwg,OP6,12/22/2010 11:01:07 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP6.dwg,OP6,12/22/2010 11:01:36 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP6.dwg,OP6,12/22/2010 11:01:55 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP6.dwg,OP6,12/22/2010 11:02:29 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 3\04. Slope protection of Abut\Slope protection of Abut OP3.dwg,Layout1,12/23/2010 4:17:00 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 3\04. Slope protection of Abut\Slope protection of Abut OP3.dwg,Layout1,12/23/2010 4:17:12 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\01. Expansion joint\Expansion Joint OP4.dwg,Layout1,12/23/2010 4:18:44 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\02. Transition Slab\Transition Slab _ OP4.dwg,OP3,12/23/2010 4:21:47 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\04. Slope protection of Abut\Slope protection of Abut OP4.dwg,op4,12/23/2010 4:22:16 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\04. Slope protection of Abut\Slope protection of Abut OP4.dwg,op4,12/23/2010 4:22:33 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 3\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP3.dwg,OP3,12/23/2010 4:30:48 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 4\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP4 new 2.dwg,OP4,12/23/2010 4:31:23 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/24/2010 8:50:03 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/24/2010 8:50:31 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/24/2010 8:50:44 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/24/2010 8:51:01 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\03. Railing_drainage_Lighting\Parapet-Drainage-Lighting OP2.dwg,OP2,12/24/2010 8:51:41 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP6 new1.dwg,OP2,12/24/2010 8:52:30 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP6 new1.dwg,OP2,12/24/2010 8:52:47 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP6 new1.dwg,OP2,12/24/2010 8:53:03 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP6 new1.dwg,OP2,12/24/2010 8:53:26 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 6\03. Railing-Drainage-Lighting\Parapet-Drainage-Lighting OP6 new1.dwg,OP2,12/24/2010 8:53:43 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\SPT\Op4 17.12 NAU\OP4-1 va OP4-8.dwg,Model,12/24/2010 2:37:35 PM,Admin,HP LaserJet 5100 PCL 6,A4,1:1.40401,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\SPT\Op4 17.12 NAU\OP4-1 va OP4-8.dwg,Model,12/24/2010 2:38:03 PM,Admin,HP LaserJet 5100 PCL 6,A4,1:1.39201,
H:\00. nau\01. Fully worked-out 121210 _ new\Flyover 3\04. Slope protection of Abut\Slope protection of Abut OP3.dwg,Layout1,12/28/2010 4:50:43 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
H:\00. nau\01. Fully worked-out 121210 _ new\Flyover 3\04. Slope protection of Abut\Slope protection of Abut OP3.dwg,Layout1,12/28/2010 4:50:57 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
H:\00. nau\01. Fully worked-out 121210 _ new\Flyover 4\04. Slope protection of Abut\Slope protection of Abut OP4.dwg,op4,12/28/2010 5:02:16 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
H:\00. nau\01. Fully worked-out 121210 _ new\Flyover 4\04. Slope protection of Abut\Slope protection of Abut OP4.dwg,op4,12/28/2010 5:02:28 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
H:\00. nau\01. Fully worked-out 121210 _ new\Flyover 3\04. Slope protection of Abut\Slope protection of Abut OP3.dwg,Layout1,12/28/2010 5:07:58 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
H:\00. nau\01. Fully worked-out 121210 _ new\Flyover 3\04. Slope protection of Abut\Slope protection of Abut OP3.dwg,Layout1,12/28/2010 5:08:26 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
H:\00. nau\01. Fully worked-out 121210 _ new\Flyover 4\04. Slope protection of Abut\Slope protection of Abut OP4.dwg,op4,12/28/2010 5:09:02 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
H:\00. nau\01. Fully worked-out 121210 _ new\Flyover 4\04. Slope protection of Abut\Slope protection of Abut OP4.dwg,op4,12/28/2010 5:09:19 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. CONG VIEC\00. TL_MT Expressway\02. Package 1,2,4\01. Fully worked-out 121210 _ new\Flyover 2\05. Traffic safety\Traffic safety op2_ trang den.dwg,op2,12/29/2010 10:39:23 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\03. Parapet_Drainage_Lighting\Parapet.dwg,Ca mau,1/27/2011 10:34:00 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:0.923496,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Earthwork Slope Protection of Abut_BP1_lan 2.dwg,Layout1,2/18/2011 4:27:45 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.02961,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Earthwork Slope Protection of Abut_BP1_lan 2.dwg,Layout1,2/18/2011 4:27:58 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.02961,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Earthwork Slope Protection of Abut_BP1_lan 2.dwg,Layout1,2/18/2011 4:28:34 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.02961,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\05.The Fence.dwg,OP2,2/22/2011 10:49:33 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.02961,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\05.The Fence.dwg,OP2,2/22/2011 11:02:57 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.02961,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\05.The Fence.dwg,OP2,2/22/2011 11:04:51 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.02961,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\05. The Fence\05.The Fence.dwg,OP2,2/22/2011 3:51:22 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.02961,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Drainage-Lighting-Median strip.dwg,Camau,2/23/2011 3:04:56 PM,Admin,HP LaserJet 5100 PCL 6,A4,1:1.47402,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Drainage-Lighting-Median strip.dwg,Camau,2/23/2011 3:05:08 PM,Admin,HP LaserJet 5100 PCL 6,A4,1:1.47402,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Drainage-Lighting-Median strip.dwg,Camau,2/23/2011 3:05:20 PM,Admin,HP LaserJet 5100 PCL 6,A4,1:1.47402,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Earthwork Slope Protection of Abut.dwg,Layout1,2/23/2011 3:06:16 PM,Admin,HP LaserJet 5100 PCL 6,A4,1:1.47402,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Earthwork Slope Protection of Abut.dwg,Layout1,2/23/2011 3:06:28 PM,Admin,HP LaserJet 5100 PCL 6,A4,1:1.47402,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Expansion Joint 8cm.dwg,Camau,2/23/2011 3:13:51 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Transition Slab.dwg,Ca mau,2/23/2011 3:14:33 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Detail of Parapet.dwg,Ca mau,2/23/2011 3:15:24 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Drainage-Lighting-Median strip.dwg,Camau,2/23/2011 3:15:57 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Drainage-Lighting-Median strip.dwg,Camau,2/23/2011 3:16:26 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Drainage-Lighting-Median strip.dwg,Camau,2/23/2011 3:16:43 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Earthwork Slope Protection of Abut.dwg,Layout1,2/23/2011 3:17:08 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\01. Ca mau Bridge\Earthwork Slope Protection of Abut.dwg,Layout1,2/23/2011 3:17:23 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 3:48:21 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 3:48:50 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 3:49:29 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 3:50:04 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 3:50:43 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 3:51:14 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 3:51:36 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 4:29:13 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 4:29:42 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 5:22:23 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\96. Linh tinh\aaa\Bac Lieu 4\Thoai\BDHT_nau.dwg,Layout1,2/23/2011 5:22:50 PM,Admin,HP Designjet T1100ps 44in HPGL2.pc3,A1 (landscape),1:2.539,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Drainage-Lighting-Median strip_BP1.dwg,Camau,2/24/2011 1:33:28 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Drainage-Lighting-Median strip_BP1.dwg,Camau,2/24/2011 1:34:02 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
